student_id,dominant_background,years_experience,gpa,skill_python,skill_sql,skill_machine_learning,skill_data_analysis,skill_deep_learning,skill_javascript,skill_react,skill_node_js,skill_java,skill_aws,skill_docker,skill_kubernetes,skill_communication,skill_teamwork,skill_problem_solving,skill_project_management,skill_excel,skill_tableau,skill_spark,skill_statistics
STU_0679,Frontend Developer,7.9,3.48,0.325,0.206,0.135,0.407,0.298,0.776,0.968,0.626,0.0,0.062,0.254,0.0,0.435,0.159,0.774,0.281,0.437,0.212,0.144,0.004
STU_0680,DevOps Engineer,3.8,2.94,0.713,0.24,0.282,0.391,0.211,0.405,0.091,0.189,0.128,1.0,0.748,0.852,0.0,0.289,0.987,0.337,0.322,0.326,0.305,0.292
STU_0681,Data Analyst,0.8,3.81,0.57,0.911,0.15,0.665,0.015,0.234,0.336,0.201,0.615,0.062,0.267,0.394,0.96,0.298,0.361,0.208,1.0,0.892,0.072,0.748
STU_0682,ML Engineer,3.2,4.0,0.934,0.402,0.884,0.0,1.0,0.22,0.05,0.372,0.505,0.67,0.685,0.236,0.033,0.096,0.467,0.18,0.074,0.132,0.761,0.404
STU_0683,Data Scientist,3.3,3.58,1.0,0.786,1.0,1.0,0.581,0.339,0.468,0.01,0.286,0.254,0.215,0.202,0.735,0.247,0.368,0.271,0.173,0.074,0.129,0.839
STU_0684,ML Engineer,0.6,2.99,0.965,0.372,0.804,0.075,0.97,0.219,0.17,0.305,0.299,0.512,0.908,0.138,0.455,0.0,0.248,0.172,0.0,0.299,0.311,0.656
STU_0685,Backend Developer,7.5,3.34,0.564,0.92,0.163,0.139,0.391,0.025,0.131,0.83,0.615,0.866,0.667,0.331,0.331,0.177,0.128,0.194,0.307,0.052,0.02,0.423
STU_0686,Full Stack Developer,1.3,3.04,0.57,0.676,0.415,0.187,0.146,0.76,0.624,0.699,0.125,0.449,0.707,0.148,0.347,0.0,0.406,0.394,0.535,0.352,0.266,0.394
STU_0687,Frontend Developer,6.8,3.38,0.19,0.405,0.072,0.056,0.235,1.0,0.795,0.601,0.405,0.38,0.253,0.186,0.96,0.202,0.841,0.494,0.325,0.05,0.014,0.155
STU_0688,Frontend Developer,2.7,3.95,0.531,0.265,0.151,0.03,0.377,0.899,0.674,0.503,0.051,0.136,0.201,0.064,0.627,0.088,0.592,0.049,0.128,0.066,0.288,0.23
STU_0689,Data Analyst,1.7,3.07,0.702,0.967,0.311,0.97,0.208,0.196,0.047,0.326,0.195,0.417,0.337,0.106,0.987,0.0,0.49,0.0,0.874,0.764,0.369,0.651
STU_0690,Data Scientist,1.8,3.41,0.867,0.393,0.907,0.739,0.697,0.163,0.494,0.162,0.265,0.168,0.0,0.169,0.813,0.29,0.156,0.0,0.297,0.263,0.327,0.759
STU_0691,ML Engineer,0.4,3.09,0.899,0.409,0.904,0.193,0.863,0.11,0.103,0.185,0.062,0.666,0.991,0.356,0.246,0.433,0.076,0.574,0.131,0.501,0.9,0.437
STU_0692,Data Scientist,2.3,3.16,0.815,0.779,0.749,0.975,0.459,0.227,0.4,0.258,0.146,0.281,0.0,0.074,0.635,0.318,0.261,0.28,0.196,0.082,0.423,0.695
STU_0693,Data Analyst,1.0,3.35,0.684,0.809,0.358,1.0,0.349,0.224,0.135,0.623,0.051,0.332,0.25,0.191,0.828,0.123,0.264,0.248,1.0,0.861,0.277,0.786
STU_0694,Backend Developer,4.1,3.1,0.976,0.654,0.173,0.0,0.284,0.327,0.051,0.915,0.692,0.549,0.718,0.439,0.071,0.244,0.316,0.285,0.291,0.314,0.117,0.453
STU_0695,Data Analyst,1.6,3.4,0.802,0.805,0.248,0.792,0.578,0.546,0.183,0.278,0.201,0.148,0.218,0.194,0.572,0.239,0.194,0.247,0.788,0.646,0.331,0.78
STU_0696,Data Analyst,5.8,3.77,0.57,0.993,0.0,1.0,0.241,0.528,0.07,0.032,0.255,0.254,0.251,0.228,0.706,0.0,0.242,0.008,0.593,0.643,0.265,0.998
STU_0697,Backend Developer,1.4,3.67,0.798,0.855,0.576,0.002,0.138,0.15,0.334,0.553,0.915,0.687,0.822,0.319,0.431,0.193,0.28,0.09,0.055,0.465,0.078,0.296
STU_0698,Full Stack Developer,5.0,3.26,0.351,0.834,0.191,0.11,0.162,0.956,0.81,0.781,0.029,0.04,0.713,0.008,0.182,0.602,0.269,0.311,0.041,0.016,0.319,0.158
STU_0699,Project Manager,3.6,3.53,0.733,0.129,0.258,0.081,0.37,0.281,0.071,0.167,0.421,0.403,0.003,0.145,1.0,0.89,0.843,1.0,0.515,0.074,0.166,0.396
STU_0700,Data Scientist,0.4,4.0,0.894,0.884,0.892,1.0,0.752,0.47,0.207,0.161,0.409,0.421,0.133,0.049,0.898,0.0,0.0,0.175,0.215,0.041,0.233,0.84
STU_0701,Project Manager,0.7,3.2,0.264,0.369,0.0,0.0,0.269,0.478,0.049,0.222,0.015,0.092,0.229,0.126,0.704,0.701,0.517,1.0,0.79,0.289,0.064,0.351
STU_0702,ML Engineer,5.1,3.37,0.876,0.103,0.929,0.443,0.971,0.162,0.281,0.035,0.31,0.575,0.804,0.645,0.114,0.638,0.274,0.088,0.081,0.555,0.674,0.615
STU_0703,ML Engineer,4.9,2.71,0.899,0.252,1.0,0.031,0.897,0.189,0.125,0.361,0.0,0.345,0.734,0.179,0.0,0.0,0.49,0.269,0.203,0.529,0.753,0.965
STU_0704,Data Analyst,0.5,3.74,0.693,0.962,0.387,0.655,0.306,0.348,0.34,0.139,0.278,0.084,0.156,0.044,0.686,0.164,0.126,0.086,0.605,0.994,0.125,0.749
STU_0705,Data Scientist,7.7,2.76,0.925,0.633,0.835,1.0,0.157,0.076,0.182,0.18,0.576,0.149,0.349,0.472,0.801,0.099,0.007,0.312,0.447,0.282,0.385,1.0
STU_0706,Frontend Developer,1.3,3.46,0.208,0.406,0.163,0.426,0.19,0.95,0.847,0.524,0.232,0.0,0.134,0.015,0.639,0.081,0.852,0.354,0.284,0.01,0.185,0.0
STU_0707,ML Engineer,5.5,3.11,1.0,0.271,1.0,0.239,0.765,0.331,0.336,0.121,0.257,0.656,0.399,0.266,0.006,0.249,0.0,0.092,0.135,0.38,0.52,0.539
STU_0708,Backend Developer,5.2,3.46,0.819,0.648,0.232,0.57,0.164,0.228,0.0,0.572,0.869,0.551,0.792,0.264,0.002,0.352,0.014,0.085,0.234,0.435,0.049,0.222
STU_0709,Full Stack Developer,2.0,3.38,0.778,0.639,0.352,0.4,0.468,0.875,0.724,0.729,0.0,0.158,0.617,0.184,0.29,0.0,0.173,0.499,0.349,0.292,0.259,0.145
STU_0710,Project Manager,5.4,3.32,0.0,0.151,0.199,0.133,0.526,0.474,0.355,0.061,0.488,0.293,0.059,0.205,1.0,0.81,0.821,0.997,0.535,0.159,0.046,0.33
STU_0711,ML Engineer,7.4,2.82,0.691,0.03,0.723,0.157,0.827,0.255,0.0,0.175,0.087,0.78,0.66,0.188,0.088,0.459,0.007,0.14,0.216,0.162,0.485,0.428
STU_0712,Data Analyst,6.3,2.53,0.852,1.0,0.192,0.689,0.311,0.053,0.118,0.106,0.125,0.147,0.003,0.095,0.953,0.195,0.219,0.0,0.942,0.597,0.369,0.723
STU_0713,Backend Developer,1.3,2.98,1.0,0.92,0.329,0.473,0.234,0.403,0.128,0.811,0.705,0.524,0.715,0.01,0.249,0.153,0.0,0.131,0.148,0.328,0.243,0.417
STU_0714,Backend Developer,1.7,2.7,0.691,0.748,0.273,0.209,0.106,0.201,0.269,0.549,0.848,0.363,0.866,0.279,0.444,0.033,0.37,0.34,0.173,0.144,0.037,0.0
STU_0715,DevOps Engineer,4.9,3.55,0.839,0.0,0.222,0.265,0.254,0.267,0.342,0.133,0.213,0.856,1.0,1.0,0.021,0.0,0.885,0.361,0.494,0.311,0.409,0.449
STU_0716,Project Manager,0.3,3.39,0.008,0.199,0.245,0.185,0.194,0.435,0.086,0.32,0.247,0.071,0.039,0.0,0.973,0.891,0.676,0.669,0.765,0.174,0.093,0.055
STU_0717,Backend Developer,2.1,3.75,0.651,0.622,0.191,0.357,0.206,0.21,0.151,0.567,0.662,0.351,0.877,0.269,0.212,0.244,0.251,0.09,0.151,0.129,0.577,0.353
STU_0718,Data Scientist,2.3,3.45,1.0,0.493,0.867,0.898,0.692,0.166,0.185,0.131,0.357,0.0,0.136,0.0,0.546,0.248,0.25,0.153,0.369,0.403,0.19,0.838
STU_0719,Project Manager,4.0,3.75,0.021,0.469,0.371,0.02,0.082,0.263,0.149,0.282,0.146,0.429,0.201,0.563,0.99,0.698,1.0,1.0,0.757,0.297,0.022,0.0
STU_0720,Project Manager,1.9,3.31,0.259,0.456,0.398,0.203,0.378,0.428,0.188,0.168,0.221,0.0,0.242,0.308,0.922,0.952,0.793,0.65,0.949,0.145,0.107,0.404
STU_0721,Frontend Developer,7.9,3.02,0.315,0.027,0.188,0.394,0.098,0.75,0.912,0.515,0.297,0.0,0.0,0.338,0.538,0.109,0.373,0.353,0.253,0.247,0.246,0.0
STU_0722,Data Analyst,6.5,2.91,0.488,0.859,0.237,1.0,0.0,0.199,0.307,0.061,0.171,0.27,0.202,0.301,0.814,0.153,0.024,0.237,0.815,0.551,0.287,0.89
STU_0723,Full Stack Developer,0.6,3.31,0.485,0.448,0.501,0.133,0.071,0.631,0.642,0.696,0.416,0.013,0.369,0.283,0.184,0.167,0.284,0.221,0.193,0.0,0.0,0.095
STU_0724,Data Analyst,3.7,3.29,0.33,0.833,0.174,0.894,0.26,0.151,0.1,0.387,0.152,0.413,0.151,0.198,0.779,0.235,0.137,0.214,1.0,0.857,0.358,0.499
STU_0725,Backend Developer,4.2,3.02,0.816,0.722,0.095,0.409,0.303,0.359,0.134,0.622,0.942,0.561,0.608,0.063,0.123,0.331,0.0,0.294,0.094,0.168,0.178,0.167
STU_0726,Project Manager,6.4,2.95,0.114,0.398,0.204,0.181,0.103,0.139,0.104,0.315,0.087,0.0,0.209,0.158,0.812,1.0,0.39,1.0,0.858,0.106,0.132,0.276
STU_0727,Full Stack Developer,1.9,3.42,0.357,1.0,0.343,0.224,0.226,0.893,0.811,0.487,0.147,0.132,0.576,0.316,0.0,0.0,0.098,0.223,0.325,0.445,0.157,0.325
STU_0728,Data Analyst,3.7,3.16,0.596,0.84,0.04,0.73,0.252,0.192,0.138,0.3,0.17,0.063,0.16,0.323,0.646,0.231,0.192,0.086,0.756,0.464,0.216,0.495
STU_0729,ML Engineer,5.5,3.58,0.814,0.374,0.745,0.088,0.526,0.396,0.481,0.0,0.078,0.71,0.623,0.195,0.182,0.261,0.056,0.229,0.033,0.138,0.339,0.639
STU_0730,Backend Developer,2.6,2.94,0.691,0.818,0.197,0.0,0.0,0.152,0.242,0.665,0.67,0.564,0.651,0.317,0.308,0.117,0.193,0.241,0.264,0.448,0.196,0.375
STU_0731,DevOps Engineer,4.5,3.72,0.28,0.223,0.297,0.0,0.228,0.291,0.282,0.021,0.316,0.901,0.989,0.881,0.257,0.366,0.769,0.243,0.387,0.18,0.031,0.301
STU_0732,Frontend Developer,2.4,3.11,0.307,0.0,0.105,0.112,0.207,1.0,0.738,0.836,0.143,0.085,0.327,0.339,0.797,0.085,0.775,0.045,0.08,0.186,0.077,0.358
STU_0733,Data Analyst,2.4,3.99,0.468,1.0,0.1,1.0,0.36,0.133,0.204,0.129,0.282,0.171,0.137,0.207,0.563,0.189,0.297,0.221,0.943,0.643,0.131,0.532
STU_0734,DevOps Engineer,3.4,3.33,0.641,0.112,0.049,0.0,0.075,0.314,0.136,0.056,0.073,0.997,0.888,0.806,0.154,0.531,0.983,0.42,0.0,0.177,0.103,0.282
STU_0735,Data Scientist,6.7,3.54,0.769,0.601,0.993,1.0,0.621,0.219,0.208,0.24,0.307,0.295,0.204,0.193,0.687,0.083,0.081,0.282,0.093,0.322,0.192,0.923
STU_0736,Data Analyst,2.7,2.79,0.529,0.961,0.311,0.667,0.455,0.54,0.342,0.321,0.288,0.151,0.183,0.345,0.654,0.041,0.14,0.298,0.67,0.666,0.184,0.548
STU_0737,DevOps Engineer,1.4,3.31,0.639,0.273,0.274,0.291,0.106,0.074,0.256,0.168,0.336,0.957,1.0,0.83,0.36,0.505,0.808,0.275,0.06,0.334,0.369,0.126
STU_0738,ML Engineer,6.2,3.03,0.959,0.322,0.978,0.179,0.925,0.367,0.117,0.2,0.0,0.788,0.883,0.161,0.22,0.167,0.142,0.235,0.082,0.165,0.464,0.788
STU_0739,Data Analyst,2.0,3.31,0.606,0.867,0.372,0.834,0.295,0.094,0.322,0.356,0.363,0.421,0.244,0.386,1.0,0.032,0.11,0.0,0.959,0.474,0.0,0.535
STU_0740,DevOps Engineer,6.7,2.99,0.437,0.0,0.194,0.203,0.0,0.093,0.189,0.146,0.151,1.0,1.0,0.853,0.002,0.165,0.829,0.192,0.292,0.532,0.0,0.124
STU_0741,Data Scientist,1.0,3.43,1.0,0.795,1.0,1.0,0.65,0.0,0.095,0.528,0.0,0.275,0.0,0.0,0.833,0.205,0.144,0.078,0.0,0.304,0.158,0.572
STU_0742,DevOps Engineer,3.3,2.94,0.57,0.217,0.206,0.094,0.208,0.31,0.355,0.319,0.099,0.995,0.97,0.794,0.13,0.302,1.0,0.0,0.446,0.375,0.23,0.164
STU_0743,Frontend Developer,7.9,3.42,0.173,0.0,0.0,0.55,0.209,0.931,0.895,0.376,0.154,0.214,0.171,0.087,0.772,0.228,0.759,0.306,0.174,0.175,0.422,0.058
STU_0744,Backend Developer,0.4,3.82,0.606,0.638,0.333,0.178,0.01,0.49,0.0,0.687,0.517,0.641,0.604,0.323,0.197,0.403,0.136,0.0,0.236,0.162,0.0,0.042
STU_0745,DevOps Engineer,5.2,3.78,0.706,0.148,0.271,0.0,0.115,0.26,0.225,0.119,0.194,0.951,0.899,1.0,0.248,0.277,1.0,0.324,0.461,0.099,0.0,0.179
STU_0746,Data Scientist,3.2,3.45,0.73,0.688,0.961,0.915,0.574,0.254,0.362,0.43,0.205,0.078,0.43,0.038,0.969,0.402,0.423,0.303,0.0,0.044,0.246,0.699
STU_0747,Data Scientist,1.5,2.56,0.875,0.517,1.0,0.977,0.563,0.307,0.214,0.4,0.223,0.399,0.0,0.269,0.64,0.071,0.374,0.333,0.0,0.307,0.289,0.692
STU_0748,Backend Developer,1.3,3.58,0.649,0.773,0.32,0.24,0.041,0.236,0.162,0.56,0.562,0.694,0.767,0.284,0.091,0.226,0.0,0.052,0.205,0.239,0.0,0.041
STU_0749,Project Manager,6.6,2.12,0.078,0.221,0.237,0.163,0.24,0.0,0.102,0.415,0.426,0.326,0.365,0.0,0.758,0.853,1.0,0.903,0.812,0.257,0.253,0.196
STU_0750,Data Scientist,6.6,2.73,1.0,0.608,0.62,0.966,0.663,0.315,0.367,0.062,0.069,0.152,0.323,0.0,0.719,0.34,0.334,0.306,0.359,0.0,0.442,0.85
STU_0751,Full Stack Developer,4.2,3.49,0.337,0.968,0.061,0.153,0.279,0.916,0.862,0.834,0.042,0.306,0.708,0.0,0.413,0.0,0.355,0.105,0.306,0.277,0.194,0.268
STU_0752,Data Scientist,0.1,2.77,1.0,0.499,0.422,0.838,0.527,0.143,0.061,0.331,0.0,0.268,0.296,0.247,0.773,0.342,0.208,0.148,0.273,0.29,0.333,0.543
STU_0753,Backend Developer,6.3,3.19,0.784,0.909,0.159,0.091,0.29,0.18,0.414,0.966,0.95,0.635,0.974,0.236,0.128,0.099,0.094,0.199,0.269,0.0,0.133,0.232
STU_0754,Backend Developer,4.6,2.68,0.737,0.614,0.063,0.191,0.277,0.235,0.073,0.665,1.0,0.682,0.676,0.046,0.093,0.201,0.241,0.285,0.258,0.144,0.123,0.507
STU_0755,Backend Developer,3.9,3.11,0.454,0.747,0.341,0.114,0.422,0.199,0.366,0.586,0.689,0.614,0.772,0.173,0.244,0.288,0.0,0.149,0.122,0.129,0.261,0.124
STU_0756,Data Scientist,5.2,3.24,0.74,0.774,1.0,0.574,0.484,0.253,0.0,0.317,0.357,0.176,0.084,0.0,0.822,0.5,0.469,0.171,0.036,0.326,0.181,0.872
STU_0757,Full Stack Developer,3.9,3.7,0.754,0.86,0.122,0.062,0.0,0.748,0.536,0.863,0.15,0.166,0.722,0.26,0.182,0.453,0.311,0.138,0.144,0.318,0.23,0.032
STU_0758,Frontend Developer,3.3,3.46,0.377,0.431,0.51,0.459,0.251,0.869,0.626,0.502,0.278,0.207,0.0,0.157,0.797,0.046,0.725,0.265,0.368,0.457,0.143,0.228
STU_0759,Full Stack Developer,5.9,2.64,0.681,0.914,0.0,0.263,0.273,0.765,0.36,0.791,0.093,0.452,0.656,0.081,0.0,0.289,0.304,0.168,0.291,0.148,0.36,0.349
STU_0760,DevOps Engineer,6.0,3.15,0.905,0.34,0.011,0.0,0.231,0.029,0.152,0.193,0.186,1.0,1.0,0.828,0.03,0.258,1.0,0.14,0.328,0.074,0.203,0.026
STU_0761,Data Analyst,4.3,3.11,0.691,1.0,0.142,0.6,0.17,0.245,0.23,0.176,0.423,0.22,0.184,0.083,0.538,0.249,0.237,0.041,0.793,0.678,0.106,0.581
STU_0762,Frontend Developer,7.8,2.92,0.111,0.071,0.181,0.339,0.231,0.864,0.946,0.705,0.274,0.239,0.296,0.176,0.728,0.127,0.467,0.251,0.252,0.157,0.355,0.092
STU_0763,DevOps Engineer,3.4,3.03,0.369,0.251,0.087,0.348,0.345,0.061,0.079,0.28,0.347,0.598,0.942,0.57,0.118,0.364,1.0,0.164,0.013,0.123,0.21,0.099
STU_0764,Project Manager,0.5,3.46,0.259,0.175,0.068,0.099,0.138,0.05,0.094,0.297,0.165,0.0,0.354,0.263,0.693,0.845,0.681,1.0,0.644,0.189,0.172,0.0
STU_0765,Project Manager,5.1,3.8,0.088,0.229,0.346,0.208,0.434,0.638,0.181,0.113,0.052,0.0,0.387,0.147,1.0,1.0,0.638,0.81,0.962,0.189,0.101,0.043
STU_0766,Project Manager,3.3,3.87,0.303,0.227,0.438,0.409,0.25,0.616,0.163,0.365,0.141,0.335,0.163,0.269,1.0,1.0,0.872,0.834,0.728,0.049,0.333,0.329
STU_0767,ML Engineer,7.6,2.89,1.0,0.222,0.985,0.112,0.759,0.038,0.128,0.184,0.0,0.787,0.853,0.199,0.0,0.162,0.0,0.109,0.418,0.0,0.478,0.824
STU_0768,Data Analyst,7.9,2.82,0.905,0.957,0.34,0.974,0.224,0.39,0.486,0.0,0.195,0.194,0.136,0.347,0.839,0.489,0.365,0.405,0.62,0.579,0.091,0.898
STU_0769,Backend Developer,0.6,2.91,0.532,1.0,0.179,0.279,0.029,0.344,0.0,0.553,0.69,0.633,0.581,0.429,0.275,0.097,0.35,0.141,0.111,0.334,0.0,0.31
STU_0770,Project Manager,0.7,3.47,0.494,0.12,0.343,0.242,0.257,0.162,0.155,0.429,0.34,0.125,0.043,0.112,1.0,1.0,0.883,0.707,0.813,0.396,0.226,0.497
STU_0771,Project Manager,2.0,2.89,0.047,0.359,0.292,0.47,0.275,0.139,0.126,0.162,0.123,0.402,0.391,0.0,0.906,0.909,0.683,1.0,0.919,0.334,0.402,0.092
STU_0772,Full Stack Developer,7.5,3.87,0.636,0.749,0.344,0.397,0.303,0.671,0.497,0.878,0.425,0.196,0.371,0.513,0.273,0.226,0.025,0.202,0.303,0.275,0.098,0.191
STU_0773,ML Engineer,5.3,3.38,1.0,0.121,0.725,0.242,0.726,0.137,0.03,0.048,0.224,0.66,1.0,0.289,0.027,0.0,0.26,0.14,0.4,0.242,0.303,0.547
STU_0774,Frontend Developer,6.7,3.34,0.042,0.223,0.0,0.201,0.256,1.0,0.937,0.377,0.424,0.173,0.316,0.108,0.714,0.08,0.748,0.321,0.126,0.117,0.254,0.076
STU_0775,DevOps Engineer,4.9,2.83,0.584,0.181,0.278,0.299,0.176,0.032,0.104,0.288,0.22,0.818,0.782,0.993,0.167,0.313,0.932,0.153,0.342,0.221,0.24,0.0
STU_0776,DevOps Engineer,6.9,2.59,0.552,0.217,0.223,0.243,0.097,0.304,0.471,0.147,0.1,0.797,0.913,0.821,0.0,0.0,0.953,0.392,0.44,0.234,0.051,0.134
STU_0777,Frontend Developer,7.9,3.12,0.238,0.281,0.494,0.188,0.0,0.882,0.858,0.426,0.252,0.018,0.22,0.298,0.913,0.247,0.856,0.133,0.154,0.402,0.0,0.14
STU_0778,ML Engineer,3.8,3.08,0.857,0.16,0.918,0.363,0.939,0.202,0.364,0.251,0.329,0.546,0.961,0.233,0.0,0.449,0.201,0.141,0.109,0.266,0.467,0.613
STU_0779,ML Engineer,3.7,3.54,0.823,0.328,0.941,0.259,0.892,0.186,0.047,0.471,0.339,0.942,0.855,0.131,0.0,0.016,0.295,0.185,0.137,0.0,0.598,0.538
STU_0780,DevOps Engineer,2.7,3.27,0.446,0.06,0.228,0.331,0.14,0.42,0.008,0.0,0.0,0.652,0.95,0.753,0.0,0.257,0.924,0.358,0.331,0.062,0.241,0.275
STU_0781,Backend Developer,2.2,3.16,0.512,0.706,0.256,0.426,0.373,0.299,0.212,0.689,0.583,0.475,0.58,0.286,0.342,0.31,0.377,0.211,0.053,0.193,0.091,0.299
STU_0782,Backend Developer,4.6,3.14,0.804,0.689,0.345,0.0,0.246,0.186,0.324,0.494,0.57,0.713,0.641,0.186,0.101,0.337,0.245,0.236,0.025,0.275,0.051,0.101
STU_0783,Full Stack Developer,4.8,2.88,0.76,0.734,0.134,0.216,0.216,0.81,0.727,0.644,0.216,0.0,0.686,0.035,0.377,0.0,0.451,0.0,0.02,0.245,0.293,0.157
STU_0784,Data Scientist,5.2,2.87,0.84,0.655,0.819,0.61,0.596,0.183,0.362,0.007,0.104,0.381,0.244,0.282,0.768,0.269,0.473,0.214,0.048,0.296,0.115,0.784
STU_0785,Full Stack Developer,1.2,3.45,0.523,0.771,0.118,0.346,0.052,0.652,0.986,0.57,0.196,0.478,0.596,0.402,0.298,0.199,0.18,0.0,0.152,0.235,0.235,0.57
STU_0786,Frontend Developer,4.7,3.42,0.375,0.281,0.187,0.188,0.147,0.967,0.874,0.594,0.049,0.222,0.433,0.166,0.976,0.225,0.692,0.217,0.153,0.0,0.332,0.529
STU_0787,Project Manager,6.1,3.41,0.173,0.374,0.194,0.24,0.0,0.121,0.255,0.336,0.34,0.0,0.0,0.288,0.788,1.0,0.555,0.935,0.695,0.272,0.045,0.0
STU_0788,Project Manager,6.0,3.19,0.351,0.146,0.316,0.273,0.398,0.192,0.0,0.19,0.213,0.278,0.0,0.153,1.0,0.884,0.754,1.0,0.539,0.385,0.353,0.166
STU_0789,Data Analyst,6.2,3.04,0.627,0.811,0.136,0.847,0.152,0.153,0.0,0.215,0.121,0.0,0.147,0.143,0.991,0.119,0.3,0.407,0.706,0.693,0.459,0.734
STU_0790,Frontend Developer,5.0,3.3,0.303,0.194,0.0,0.147,0.023,0.917,0.762,0.572,0.207,0.013,0.126,0.293,0.872,0.065,0.535,0.493,0.199,0.214,0.089,0.232
STU_0791,ML Engineer,4.5,3.12,1.0,0.204,0.746,0.098,0.632,0.233,0.384,0.224,0.154,0.582,0.753,0.014,0.03,0.335,0.158,0.155,0.175,0.309,0.625,0.589
STU_0792,ML Engineer,4.6,3.22,0.945,0.195,0.881,0.207,0.795,0.083,0.366,0.128,0.219,0.391,0.668,0.035,0.053,0.563,0.237,0.384,0.328,0.347,0.57,0.941
STU_0793,Project Manager,3.6,2.73,0.239,0.179,0.208,0.193,0.257,0.461,0.019,0.371,0.145,0.39,0.15,0.262,0.876,0.64,1.0,0.809,0.713,0.042,0.0,0.169
STU_0794,ML Engineer,0.4,2.24,0.895,0.0,0.919,0.181,0.428,0.122,0.27,0.04,0.277,0.765,0.547,0.198,0.324,0.069,0.169,0.373,0.071,0.269,0.438,0.676
STU_0795,Backend Developer,3.7,3.72,0.62,0.864,0.234,0.122,0.034,0.294,0.152,0.782,0.857,0.533,0.861,0.111,0.379,0.398,0.358,0.173,0.582,0.223,0.236,0.197
STU_0796,Backend Developer,4.9,3.03,0.614,0.938,0.374,0.29,0.096,0.149,0.0,0.683,0.92,0.564,0.611,0.155,0.382,0.192,0.479,0.114,0.233,0.135,0.511,0.227
STU_0797,DevOps Engineer,1.4,3.25,0.829,0.218,0.325,0.017,0.252,0.04,0.239,0.0,0.186,1.0,0.982,0.715,0.0,0.275,1.0,0.055,0.515,0.199,0.0,0.0
STU_0798,Full Stack Developer,2.9,3.2,0.822,0.52,0.218,0.201,0.179,0.743,0.646,0.826,0.245,0.238,0.781,0.02,0.0,0.353,0.058,0.143,0.108,0.105,0.0,0.115
STU_0799,Data Analyst,1.5,3.22,0.676,0.826,0.335,0.824,0.0,0.247,0.315,0.116,0.38,0.072,0.301,0.462,0.806,0.166,0.184,0.444,0.86,1.0,0.242,0.602
STU_0800,Full Stack Developer,2.8,3.04,0.294,0.629,0.132,0.236,0.491,0.808,0.412,0.663,0.239,0.214,0.844,0.344,0.34,0.167,0.365,0.066,0.345,0.158,0.0,0.289
